Date,Open,High,Low,Close,Volume,AdjustedClose,Dividend,SplitCoefficient,DailyReturnPercent
2020-04-25,153.0,153.72,152.41,153.33,2472341,156.26,0.0,1.0,-0.09
2020-04-26,153.59,154.96,152.1,152.24,41695250,153.73,0.0,1.0,-0.71
2020-04-27,153.34,153.8,151.74,152.19,13759541,152.93,0.0,1.0,-0.03
2020-04-28,152.83,154.51,151.57,154.23,44375184,151.39,0.0,1.0,1.34
2020-04-29,153.69,153.95,151.87,152.55,28883940,150.57,0.0,1.0,-1.09
2020-04-30,154.44,155.5,152.61,155.01,18244970,157.58,0.0,1.0,1.61
2020-05-01,154.19,155.93,152.58,154.15,6053254,151.93,0.0,1.0,-0.55
2020-05-02,155.05,157.01,153.12,156.25,25546748,153.69,0.0,1.0,1.36
2020-05-03,154.74,155.48,153.24,153.83,26570188,155.81,0.0,1.0,-1.55
2020-05-04,152.77,152.82,151.0,152.02,41941923,150.33,0.0,1.0,-1.18
2020-05-05,153.66,154.26,152.84,153.04,3497263,151.84,0.0,1.0,0.67
2020-05-06,154.59,154.86,153.68,154.47,47740249,157.23,0.0,1.0,0.93
2020-05-07,153.09,153.92,152.89,153.39,28388193,156.08,0.0,1.0,-0.7
2020-05-08,152.26,153.15,151.79,152.28,47015223,151.47,0.0,1.0,-0.72
2020-05-09,150.52,151.07,148.58,150.94,31515566,148.47,0.0,1.0,-0.88
2020-05-10,152.82,152.92,152.15,152.91,38888186,151.11,0.0,1.0,1.31
2020-05-11,153.26,154.89,152.79,154.42,40995650,151.35,0.0,1.0,0.99
2020-05-12,152.94,153.44,152.59,153.15,2730076,150.89,0.0,1.0,-0.82
2020-05-13,153.51,153.54,152.98,153.05,29250184,153.21,0.0,1.0,-0.07
2020-05-14,154.16,155.19,153.94,154.57,42279121,151.75,0.0,1.0,0.99
2020-05-15,154.66,155.58,152.73,152.9,33143931,155.02,0.0,1.0,-1.08
2020-05-16,153.75,154.64,151.95,152.82,10954514,150.17,0.0,1.0,-0.05
2020-05-17,153.01,153.66,151.02,152.42,31448326,152.45,0.0,1.0,-0.26
2020-05-18,150.88,152.19,149.12,150.81,15429953,150.39,0.0,1.0,-1.06
2020-05-19,152.12,152.92,150.66,151.37,21973101,152.37,0.0,1.0,0.37
2020-05-20,153.06,153.19,151.4,151.57,7480329,153.05,0.0,1.0,0.13
2020-05-21,149.81,151.72,148.69,150.72,28568900,149.84,0.0,1.0,-0.56
2020-05-22,152.19,153.63,150.25,152.28,24598576,149.87,0.0,1.0,1.04
2020-05-23,152.21,153.9,151.51,152.84,8709822,154.45,0.0,1.0,0.37
2020-05-24,154.22,156.17,152.58,154.78,44130810,155.13,0.0,1.0,1.27
2020-05-25,155.55,155.61,155.0,155.47,23805246,154.54,0.0,1.0,0.45
2020-05-26,156.1,156.24,154.62,156.19,7157753,157.73,0.0,1.0,0.46
2020-05-27,155.55,156.29,154.11,155.8,39090558,156.4,0.0,1.0,-0.25
2020-05-28,156.82,156.92,156.66,156.78,29455149,156.69,0.0,1.0,0.63
2020-05-29,157.8,158.03,156.94,157.25,46532441,157.84,0.0,1.0,0.3
2020-05-30,156.13,158.1,156.02,156.45,15175672,158.12,0.0,1.0,-0.51
2020-05-31,154.93,155.92,154.07,154.31,36740996,155.57,0.0,1.0,-1.37
2020-06-01,155.53,155.67,153.81,153.89,2257723,153.64,0.0,1.0,-0.27
2020-06-02,153.61,154.42,152.33,152.94,28181258,150.01,0.0,1.0,-0.62
2020-06-03,153.41,155.07,151.57,151.88,8104354,150.32,0.0,1.0,-0.69
2020-06-04,151.46,152.08,150.78,151.21,12283195,148.65,0.0,1.0,-0.44
2020-06-05,149.99,151.54,149.29,151.45,44314944,153.36,0.0,1.0,0.16
2020-06-06,150.24,151.44,148.72,150.5,12888075,153.22,0.0,1.0,-0.63
2020-06-07,150.75,151.91,149.39,151.61,44150451,152.43,0.0,1.0,0.74
2020-06-08,152.12,152.42,151.98,152.17,21321935,153.97,0.0,1.0,0.37
2020-06-09,150.47,151.39,150.39,150.76,20265413,148.21,0.0,1.0,-0.93
2020-06-10,151.22,152.23,150.29,151.37,3752987,151.07,0.0,1.0,0.4
2020-06-11,150.66,151.61,150.36,150.44,7945893,152.31,0.0,1.0,-0.61
2020-06-12,148.78,150.07,148.7,149.67,30489097,149.81,0.0,1.0,-0.51
2020-06-13,151.34,152.11,149.79,151.37,4514190,153.12,0.0,1.0,1.14
2020-06-14,149.75,151.11,149.18,150.58,45061269,153.38,0.0,1.0,-0.52
2020-06-15,148.91,150.24,147.08,148.06,45027086,149.24,0.0,1.0,-1.67
2020-06-16,149.81,150.43,149.06,150.14,9576094,151.16,0.0,1.0,1.4
2020-06-17,150.88,151.93,149.59,150.58,25281872,147.68,0.0,1.0,0.29
2020-06-18,149.95,151.48,149.57,151.48,11398194,148.92,0.0,1.0,0.6
2020-06-19,152.56,154.23,150.79,150.92,23599874,153.19,0.0,1.0,-0.37
2020-06-20,149.54,149.9,148.15,149.24,12109145,150.56,0.0,1.0,-1.11
2020-06-21,150.12,152.06,148.9,151.28,31127045,149.67,0.0,1.0,1.37
2020-06-22,152.42,154.23,152.03,153.52,39280197,156.49,0.0,1.0,1.48
2020-06-23,153.05,154.1,151.12,153.55,41578277,151.33,0.0,1.0,0.02
2020-06-24,155.05,156.16,154.84,155.96,9366983,154.62,0.0,1.0,1.57
2020-06-25,157.58,157.87,156.71,157.81,15900718,159.81,0.0,1.0,1.19
2020-06-26,157.47,158.26,156.72,157.31,6476448,156.52,1.87,1.0,-0.32
2020-06-27,157.91,159.49,157.63,158.16,32705913,159.4,0.0,1.0,0.54
2020-06-28,157.95,157.96,157.79,157.83,11034091,158.14,0.0,1.0,-0.21
2020-06-29,156.27,156.85,155.67,155.73,29174015,156.6,0.0,1.0,-1.33
2020-06-30,157.08,158.08,156.01,157.32,39590781,155.7,0.0,1.0,1.02
2020-07-01,157.78,158.26,156.95,157.82,6745455,157.97,0.0,1.0,0.32
2020-07-02,158.0,159.57,156.98,157.03,32550231,154.16,0.0,1.0,-0.5
2020-07-03,158.02,158.73,157.88,158.08,45097529,158.89,0.0,1.0,0.67
2020-07-04,157.41,157.5,156.32,157.28,12750032,159.36,0.0,1.0,-0.51
2020-07-05,157.19,157.55,156.92,157.37,31714356,154.46,0.0,1.0,0.06
2020-07-06,158.91,159.54,158.29,158.79,37442173,158.62,0.0,1.0,0.9
2020-07-07,157.93,159.65,157.83,159.02,19335256,156.63,0.0,1.0,0.14
2020-07-08,159.99,161.78,159.22,161.71,34299634,162.95,0.0,1.0,1.69
2020-07-09,160.78,160.95,159.93,160.37,13110229,160.66,0.0,1.0,-0.83
2020-07-10,161.01,161.62,159.8,160.58,47289332,160.22,0.0,1.0,0.13
2020-07-11,162.23,163.46,161.36,162.7,4849234,159.93,0.0,1.0,1.32
2020-07-12,163.9,165.26,161.99,162.46,41773527,163.62,0.0,1.0,-0.15
2020-07-13,161.4,162.69,160.68,162.59,3173342,163.27,0.0,1.0,0.08
2020-07-14,162.08,163.61,160.93,162.35,27711612,161.14,0.0,1.0,-0.15
2020-07-15,160.45,160.82,159.41,160.7,8902806,159.17,0.0,1.0,-1.02
2020-07-16,162.69,163.26,160.86,162.04,9230058,159.68,0.0,1.0,0.83
2020-07-17,162.89,164.88,161.27,164.76,22447172,165.87,0.0,1.0,1.68
2020-07-18,163.92,164.52,163.6,164.25,47990918,165.15,0.0,1.0,-0.31
2020-07-19,162.74,163.14,162.46,163.0,2763891,162.09,0.0,1.0,-0.76
2020-07-20,164.93,165.19,163.16,163.29,27720063,166.55,0.0,1.0,0.18
2020-07-21,164.37,166.02,164.22,165.97,44106613,163.14,0.0,1.0,1.64
2020-07-22,164.48,166.14,163.38,165.0,9659255,164.56,0.0,1.0,-0.58
2020-07-23,163.5,163.81,163.17,163.38,48602473,161.59,0.0,1.0,-0.98
2020-07-24,162.52,162.68,162.13,162.66,19418097,160.22,0.0,1.0,-0.44
2020-07-25,162.67,163.01,160.79,161.13,45206814,161.93,0.0,1.0,-0.94
2020-07-26,162.83,162.91,161.1,161.25,44047231,163.0,0.0,1.0,0.07
2020-07-27,161.54,162.78,161.48,162.64,37613085,161.27,0.0,1.0,0.86
2020-07-28,163.86,165.23,163.27,163.41,5020695,161.18,0.0,1.0,0.47
2020-07-29,162.77,163.06,161.05,161.69,24177425,164.76,0.0,1.0,-1.05
2020-07-30,161.94,162.58,161.01,161.43,17637554,159.11,0.0,1.0,-0.16
2020-07-31,162.89,163.73,160.96,163.46,22973845,166.3,0.0,1.0,1.26
2020-08-01,162.1,164.09,161.17,163.74,34377954,160.62,0.0,1.0,0.17
2020-08-02,165.61,166.04,164.9,164.96,34211787,165.6,0.0,1.0,0.75
2020-08-03,164.1,164.12,163.89,163.92,18748475,165.41,0.0,1.0,-0.63
2020-08-04,163.52,164.66,163.13,163.98,5934632,163.23,0.0,1.0,0.04
2020-08-05,165.28,166.53,164.06,164.38,7488184,163.68,0.0,1.0,0.24
2020-08-06,166.14,167.65,165.74,166.71,34559660,163.64,0.0,1.0,1.42
2020-08-07,167.93,168.97,167.63,168.83,10380543,167.67,0.0,1.0,1.27
2020-08-08,170.79,172.27,170.19,170.89,35206334,171.11,0.0,1.0,1.22
2020-08-09,172.15,172.89,170.8,172.85,40171587,171.52,0.0,1.0,1.15
2020-08-10,173.37,174.56,172.84,173.97,39820755,174.51,0.0,1.0,0.65
2020-08-11,172.65,173.91,171.41,173.51,10917059,175.74,0.0,1.0,-0.26
2020-08-12,174.31,174.69,173.43,173.96,28713283,175.29,0.0,1.0,0.26
2020-08-13,175.64,177.39,174.17,174.37,10266558,174.5,0.0,1.0,0.24
2020-08-14,174.28,175.03,172.37,173.59,36777551,172.5,0.0,1.0,-0.45
2020-08-15,174.47,175.76,173.08,174.72,13902629,177.92,0.0,1.0,0.65
2020-08-16,176.49,178.45,174.95,177.42,47321216,178.87,0.0,1.0,1.55
2020-08-17,179.15,180.74,178.6,178.86,46407350,179.17,0.0,1.0,0.81
2020-08-18,178.24,179.79,177.95,178.03,48925210,175.03,0.0,1.0,-0.46
2020-08-19,179.02,179.45,177.36,177.93,38716390,179.33,0.0,1.0,-0.06
2020-08-20,178.28,178.76,176.94,177.91,43811735,176.01,0.0,1.0,-0.01
2020-08-21,177.8,179.16,177.53,179.1,11599246,178.43,0.0,1.0,0.67
2020-08-22,179.01,179.41,177.08,177.83,44345475,174.69,0.0,1.0,-0.71
2020-08-23,176.76,178.24,175.06,175.18,12748398,174.6,0.0,1.0,-1.49
2020-08-24,173.33,175.0,171.75,172.36,20425799,174.96,1.18,1.0,-1.61
2020-08-25,174.29,174.86,172.31,173.7,34145901,176.4,0.0,1.0,0.78
2020-08-26,172.79,174.41,172.13,173.8,44505692,172.11,0.0,1.0,0.06
2020-08-27,174.96,176.1,173.45,173.92,43864162,176.68,0.0,1.0,0.07
2020-08-28,172.27,173.61,171.9,172.14,22716540,175.14,0.83,1.0,-1.02
2020-08-29,171.21,171.87,170.05,171.09,18552534,172.14,0.0,1.0,-0.61
2020-08-30,169.56,170.17,168.75,169.46,48214913,171.29,0.0,1.0,-0.95
2020-08-31,171.22,171.96,170.78,171.91,33090244,169.53,0.0,1.0,1.45
2020-09-01,171.57,172.67,170.63,171.73,45566623,173.97,0.0,1.0,-0.1
2020-09-02,172.11,173.68,171.06,172.44,25278971,169.53,0.0,1.0,0.41
2020-09-03,172.63,173.64,171.48,171.8,23019601,174.24,0.0,1.0,-0.37
2020-09-04,172.67,173.65,170.87,172.11,4733655,171.79,0.0,1.0,0.18
2020-09-05,170.34,171.26,168.73,170.56,27571668,168.88,0.51,1.0,-0.9
2020-09-06,170.25,171.65,169.17,169.32,5631796,172.61,0.0,1.0,-0.73
2020-09-07,168.04,168.31,166.76,167.89,29210012,167.05,0.0,1.0,-0.84
2020-09-08,169.56,170.31,169.4,170.28,37191828,167.78,0.0,1.0,1.42
2020-09-09,172.25,173.04,172.0,173.02,1233088,174.79,0.0,1.0,1.61
2020-09-10,173.9,174.75,173.14,173.51,31912039,172.44,0.0,1.0,0.28
2020-09-11,174.41,174.64,172.79,173.57,2049971,171.77,0.0,1.0,0.03
2020-09-12,173.36,174.7,171.62,172.37,3968676,171.7,0.0,1.0,-0.69
2020-09-13,173.82,173.93,172.81,173.13,39662110,171.88,0.0,1.0,0.44
2020-09-14,172.41,173.01,172.12,172.71,15833927,172.11,0.0,1.0,-0.24
2020-09-15,173.08,174.55,172.73,173.97,38302506,173.94,0.0,1.0,0.73
2020-09-16,174.66,176.23,174.02,174.94,11013824,173.54,0.0,1.0,0.56
2020-09-17,173.9,174.35,172.18,172.49,32073092,175.35,0.0,1.0,-1.4
2020-09-18,172.72,172.99,172.23,172.38,44399695,169.48,0.0,1.0,-0.06
2020-09-19,172.52,174.18,172.42,173.08,41598812,173.79,0.0,1.0,0.41
2020-09-20,174.13,175.58,173.01,174.24,23344856,172.87,0.0,1.0,0.67
2020-09-21,173.0,174.48,171.51,173.75,17280152,175.11,0.0,1.0,-0.28
2020-09-22,172.71,173.35,172.14,172.7,44534952,171.73,0.0,1.0,-0.6
2020-09-23,172.69,172.89,170.73,171.74,22490491,174.59,0.0,1.0,-0.56
2020-09-24,171.99,172.43,171.7,171.89,40193717,172.43,0.0,1.0,0.09
2020-09-25,171.21,171.97,169.54,170.75,44929996,173.78,0.0,1.0,-0.66
2020-09-26,170.7,172.15,169.22,170.57,24634142,168.31,0.0,1.0,-0.11
2020-09-27,172.24,173.32,170.96,171.1,3269873,173.42,0.0,1.0,0.31
2020-09-28,169.29,169.3,169.02,169.2,5561251,170.6,1.06,1.0,-1.11
2020-09-29,169.67,171.0,168.44,169.68,33739353,166.39,0.0,1.0,0.28
2020-09-30,167.75,169.19,166.68,167.4,34703147,169.5,0.0,1.0,-1.34
2020-10-01,169.04,169.25,168.85,168.91,13880342,169.72,0.0,1.0,0.9
2020-10-02,170.09,170.25,168.17,169.12,17321405,172.44,0.0,1.0,0.12
2020-10-03,170.51,171.82,168.79,171.09,7274712,170.44,0.0,1.0,1.16
2020-10-04,171.64,173.05,171.47,172.81,44278992,174.78,0.0,1.0,1.01
2020-10-05,171.19,172.25,171.1,171.34,47458641,174.0,0.0,1.0,-0.85
2020-10-06,169.64,171.49,167.84,169.9,3208001,167.72,0.0,1.0,-0.84
2020-10-07,168.73,169.02,167.09,168.67,6163187,167.32,0.0,1.0,-0.72
2020-10-08,170.07,171.42,168.99,169.92,10391925,171.89,0.0,1.0,0.74
2020-10-09,170.9,171.59,170.7,170.91,6101498,169.82,0.0,1.0,0.58
2020-10-10,170.5,172.05,170.44,170.88,31235911,170.82,0.0,1.0,-0.02
2020-10-11,170.61,171.97,169.29,169.52,42514609,168.13,0.0,1.0,-0.8
2020-10-12,168.59,169.35,167.02,167.38,27147088,166.15,0.0,3.0,-1.26
2020-10-13,167.16,168.68,166.96,167.11,29922545,166.77,0.0,1.0,-0.16
2020-10-14,165.22,165.93,165.03,165.57,22772150,167.98,0.89,1.0,-0.92
2020-10-15,166.47,167.59,164.48,165.23,35970733,163.05,0.0,1.0,-0.21
2020-10-16,164.43,165.42,164.3,164.79,29259699,163.47,0.0,1.0,-0.27
2020-10-17,166.57,168.01,165.58,167.08,31726574,164.45,0.0,1.0,1.39
2020-10-18,166.41,167.65,164.8,165.74,23463767,165.28,0.0,1.0,-0.8
2020-10-19,166.12,166.72,164.91,166.17,33145799,164.93,0.0,1.0,0.26
2020-10-20,165.34,166.73,164.36,165.72,17268819,164.57,0.0,1.0,-0.27
2020-10-21,165.18,167.04,164.78,167.03,13074710,168.24,0.0,1.0,0.79
2020-10-22,166.88,168.3,166.0,166.67,47495388,163.8,0.0,1.0,-0.22
2020-10-23,167.36,167.64,166.75,166.97,11344377,168.41,0.0,1.0,0.18
2020-10-24,168.93,169.89,168.13,169.02,47419796,168.47,0.0,1.0,1.23
2020-10-25,169.83,171.45,168.64,171.21,8339657,173.05,0.0,1.0,1.3
2020-10-26,171.8,171.89,169.83,171.23,27817892,174.43,0.0,1.0,0.01
2020-10-27,169.65,169.85,169.21,169.69,38446304,170.24,0.0,1.0,-0.9
2020-10-28,169.25,170.79,168.07,169.43,24150369,172.8,0.0,1.0,-0.15
2020-10-29,171.11,171.28,169.45,170.79,24375940,169.5,0.0,1.0,0.8
2020-10-30,170.72,171.67,169.84,171.12,22401652,168.16,0.0,1.0,0.19
2020-10-31,169.21,169.9,168.99,169.72,17368720,169.83,0.0,1.0,-0.82
2020-11-01,169.43,170.35,167.83,169.42,13508214,170.37,0.0,1.0,-0.18
2020-11-02,169.88,170.27,168.7,169.31,48294006,167.38,0.0,1.0,-0.06
2020-11-03,170.49,171.64,168.89,170.37,25547954,169.18,0.0,1.0,0.63
2020-11-04,171.82,172.88,170.54,171.94,42024213,171.2,0.0,1.0,0.92
2020-11-05,171.77,172.12,170.42,171.78,42237357,172.4,0.0,1.0,-0.09
2020-11-06,170.73,170.96,169.98,170.12,27069328,169.56,0.0,1.0,-0.97
2020-11-07,168.86,170.13,167.47,169.19,12625590,169.56,0.0,1.0,-0.55
2020-11-08,168.45,169.35,168.34,168.7,1643133,168.6,0.0,1.0,-0.29
2020-11-09,168.95,170.26,168.13,169.18,48656847,171.48,0.0,1.0,0.28
2020-11-10,167.3,168.82,166.72,167.3,37078303,165.89,0.0,1.0,-1.11
2020-11-11,168.39,169.38,167.37,168.52,18977720,170.37,0.0,1.0,0.73
2020-11-12,169.81,169.89,168.37,169.2,29531648,166.51,0.0,1.0,0.4
2020-11-13,168.39,170.39,167.49,168.5,6837330,168.09,0.0,1.0,-0.41
2020-11-14,167.45,169.07,166.27,167.25,48697890,167.99,0.0,1.0,-0.74
